ILCE;KAPINO;ENLEM;ACIKLAMA;ILCEID;MAHALLE;MAHALLEID;ADI;BOYLAM;YOL
KARABAĞLAR;;38.401476286583;;19;BAHAR;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.124443041224;
KARABAĞLAR;;38.397457277302;;19;BASIN SİTESİ;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.095638192062;
KARABAĞLAR;;38.40006327388;;19;BASIN SİTESİ;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.10529313938;
KARABAĞLAR;;38.376592420627;;19;SELVİLİ;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.129083059745;
KARABAĞLAR;;38.378345411317;;19;SELVİLİ;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.129328055935;
KARABAĞLAR;;38.379129405548;;19;SELVİLİ;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.127506064076;
KARABAĞLAR;;38.38069241246;;19;AŞIK VEYSEL;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.141241991456;
KARABAĞLAR;;38.380644410192;;19;AŞIK VEYSEL;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.13925800171;
KARABAĞLAR;;38.398613293668;;19;REİS;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.117158082228;
KARABAĞLAR;;38.381052391322;;19;BARIŞ;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.123610079396;
KARABAĞLAR;;38.391651285903;;19;ESENTEPE;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.075112303327;
KARABAĞLAR;;38.385531320571;;19;ESENTEPE;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.077708301455;
KARABAĞLAR;;38.390299292552;;19;ESENTEPE;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.075239305769;
KARABAĞLAR;;38.387055310684;;19;ESENTEPE;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.075598308732;
KARABAĞLAR;;38.388237303772;;19;ESENTEPE;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.075262309072;
KARABAĞLAR;;38.381679375192;;19;ALİ FUAT CEBESOY;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.111065141638;
KARABAĞLAR;;38.395788257824;;19;FAHRETTİN ALTAY;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.068407330336;
KARABAĞLAR;;38.392952272555;;19;FAHRETTİN ALTAY;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.069062330955;
KARABAĞLAR;;38.391455282343;;19;FAHRETTİN ALTAY;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.070623325741;
KARABAĞLAR;;38.397658292602;;19;ESENLİK;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.111236112874;
KARABAĞLAR;;38.39301929648;;19;ESENYALI;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.09166721837;
KARABAĞLAR;;38.393630291078;;19;ESENYALI;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.090297225142;
KARABAĞLAR;;38.391865295167;;19;POLİGON;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.084890254381;
KARABAĞLAR;;38.39160429476;;19;POLİGON;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.08386525999;
KARABAĞLAR;;38.392743288582;;19;POLİGON;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.082834262772;
KARABAĞLAR;;38.383683353167;;19;SALİH OMURTAK;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.100496191489;
KARABAĞLAR;;38.403880269556;;19;BAHÇELİEVLER;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.119422062268;
KARABAĞLAR;;38.401029278676;;19;BAHÇELİEVLER;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.114548091122;
KARABAĞLAR;;38.399121286253;;19;BAHÇELİEVLER;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.112022107802;
KARABAĞLAR;;38.403146270581;;19;BAHÇELİEVLER;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.11748007268;
KARABAĞLAR;;38.386223342194;;19;TAHSİN YAZICI;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.10184617893;
KARABAĞLAR;;38.386659348743;;19;TAHSİN YAZICI;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.110183136928;
KARABAĞLAR;;38.388364333959;;19;TAHSİN YAZICI;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.104745161603;
KARABAĞLAR;;38.391239326831;;19;KAZIM KARABEKİR;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.112582117236;
KARABAĞLAR;;38.392166324487;;19;KAZIM KARABEKİR;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.11532410188;
KARABAĞLAR;;38.389861337513;;19;KAZIM KARABEKİR;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.115634103852;
KARABAĞLAR;;38.393284314881;;19;KAZIM KARABEKİR;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.111337120271;
KARABAĞLAR;;38.392376328187;;19;KAZIM KARABEKİR;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.11859808535;
KARABAĞLAR;;38.381511371409;;19;ALİ FUAT CEBESOY;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.106532164047;
KARABAĞLAR;;38.393812293808;;19;ESENYALI;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.093201210653;
KARABAĞLAR;;38.39185630107;;19;ESENYALI;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.091118223738;
KARABAĞLAR;;38.392686296564;;19;ESENYALI;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.090624224379;
KARABAĞLAR;;38.399647289453;;19;BAHÇELİEVLER;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.118203075749;
KARABAĞLAR;;38.386999343006;;19;TAHSİN YAZICI;;Karabağlar Afet ve Acil Durum Toplanma Alanı;27.106874153654;
KARABURUN;;38.570642576822;;1000;SALMAN;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.368396503047;
KARABURUN;;38.505630200512;;1000;MORDOĞAN;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.620797369409;
KARABURUN;;38.623258481331;;1000;SAİP;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.519216656272;
KARABURUN;;38.611627396257;;1000;PARLAK;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.394361297213;
KARABURUN;;38.664285150893;;1000;HASSEKİ;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.415357094003;
KARABURUN;;38.55013290822;;1000;İNECİK;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.56519056446;
KARABURUN;;38.672084141028;;1000;TEPEBOZ;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.441387950007;
KARABURUN;;38.661077204453;;1000;TEPEBOZ;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.447220942379;
KARABURUN;;38.654412186359;;1000;SARPINCIK;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.402460176244;
KARABURUN;;38.547641907384;;1000;KÖSEDERE;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.552889630823;
KARABURUN;;38.636269402987;;1000;MERKEZ;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.509756680292;
KARABURUN;;38.634205426756;;1000;İSKELE;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.520965628398;
KARABURUN;;38.542590951505;;1000;EĞLENHOCA;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.56892855927;
KARABURUN;;38.564543613498;;1000;KÜÇÜKBAHÇE;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.373820487796;
KARABURUN;;38.613984531648;;1000;ANBARSEKİ;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.522055660452;
KARABURUN;;38.613941533348;;1000;ANBARSEKİ;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.523848651383;
KARABURUN;;38.65669225166;;1000;BOZKÖY;;Karaburun Afet ve Acil Durum Toplanma Alanı;26.468691843939;
KARŞIYAKA;;38.464657954664;;20;BAHÇELİEVLER;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.119076961245;
KARŞIYAKA;;38.488010811016;;20;İNÖNÜ;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.096573032808;
KARŞIYAKA;;38.470767891793;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.089603096229;
KARŞIYAKA;;38.470903901437;;20;DEMİRKÖPRÜ;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.099140049112;
KARŞIYAKA;;38.459770963867;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.104247042561;
KARŞIYAKA;;38.464420928544;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.093494088081;
KARŞIYAKA;;38.458282991606;;20;ALAYBEY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.123342950332;
KARŞIYAKA;;38.491364788395;;20;MUSTAFA KEMAL;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.091782050146;
KARŞIYAKA;;38.461349951076;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.099609063411;
KARŞIYAKA;;38.458974969898;;20;NERGİZ;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.105763037373;
KARŞIYAKA;;38.472111895454;;20;FİKRİ ALTAY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.099845043718;
KARŞIYAKA;;38.473870898314;;20;İMBATLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.110563987143;
KARŞIYAKA;;38.466054915792;;20;ATAKENT;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.088768109458;
KARŞIYAKA;;38.466449933539;;20;GONCALAR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.108044012221;
KARŞIYAKA;;38.493356801139;;20;ZÜBEYDE HANIM;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.113761937352;
KARŞIYAKA;;38.469751915588;;20;DEDEBAŞI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.107423009759;
KARŞIYAKA;;38.458987953203;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.090122114333;
KARŞIYAKA;;38.458252960623;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.093313099807;
KARŞIYAKA;;38.473371854196;;20;MAVİŞEHİR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.067252203071;
KARŞIYAKA;;38.457322977564;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.105724039844;
KARŞIYAKA;;38.471225891343;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.091422087397;
KARŞIYAKA;;38.468759910639;;20;DEMİRKÖPRÜ;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.09741906127;
KARŞIYAKA;;38.471652912097;;20;İMBATLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.112791980337;
KARŞIYAKA;;38.463835968073;;20;TERSANE;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.128231915607;
KARŞIYAKA;;38.464526927303;;20;ATAKENT;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.092326093843;
KARŞIYAKA;;38.453320999861;;20;AKSOY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.106522042826;
KARŞIYAKA;;38.453919997453;;20;AKSOY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.106796040057;
KARŞIYAKA;;38.4946187977;;20;LATİFE HANIM;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.117047919583;
KARŞIYAKA;;38.469464907536;;20;DEMİRKÖPRÜ;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.097890057556;
KARŞIYAKA;;38.461264969307;;20;BAHARİYE;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.116904976926;
KARŞIYAKA;;38.463021944829;;20;NERGİZ;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.101638050196;
KARŞIYAKA;;38.462535950331;;20;NERGİZ;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.105163033509;
KARŞIYAKA;;38.472546896842;;20;FİKRİ ALTAY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.102745027521;
KARŞIYAKA;;38.542476568394;;20;YAMANLAR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.132644760679;
KARŞIYAKA;;38.467890929332;;20;BAHÇELİEVLER;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.111013995026;
KARŞIYAKA;;38.467996942577;;20;BAHÇELİEVLER;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.124505927435;
KARŞIYAKA;;38.476188880409;;20;İMBATLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.105056010736;
KARŞIYAKA;;38.461002982637;;20;TERSANE;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.127258925288;
KARŞIYAKA;;38.482495834675;;20;CUMHURİYET;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.09224106377;
KARŞIYAKA;;38.482078843265;;20;CUMHURİYET;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.098500033732;
KARŞIYAKA;;38.484761824271;;20;CUMHURİYET;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.094475048387;
KARŞIYAKA;;38.462731934414;;20;ATAKENT;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.090619105105;
KARŞIYAKA;;38.497388763076;;20;MUSTAFA KEMAL;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.097245013074;
KARŞIYAKA;;38.493777780343;;20;MUSTAFA KEMAL;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.096294024634;
KARŞIYAKA;;38.462970937659;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.094282086609;
KARŞIYAKA;;38.457587963456;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.092541105071;
KARŞIYAKA;;38.458480958259;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.092229105432;
KARŞIYAKA;;38.454939983424;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.098882077684;
KARŞIYAKA;;38.461157947748;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.095530083841;
KARŞIYAKA;;38.458938968733;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.104257044649;
KARŞIYAKA;;38.453378997648;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.1046890519;
KARŞIYAKA;;38.463897936149;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.097854066898;
KARŞIYAKA;;38.455738977649;;20;BOSTANLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.096714087107;
KARŞIYAKA;;38.465068929717;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.098030064106;
KARŞIYAKA;;38.472881875907;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.084038121636;
KARŞIYAKA;;38.470793890204;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.088143103588;
KARŞIYAKA;;38.470583889489;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.086633111181;
KARŞIYAKA;;38.47116688774;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.086689110973;
KARŞIYAKA;;38.463178930157;;20;ATAKENT;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.088759113559;
KARŞIYAKA;;38.461196939924;;20;ATAKENT;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.087800121963;
KARŞIYAKA;;38.465334913713;;20;ATAKENT;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.08350913647;
KARŞIYAKA;;38.518307713314;;20;SANCAKLI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.152901700644;
KARŞIYAKA;;38.458842982914;;20;TUNA;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.118351974064;
KARŞIYAKA;;38.470294913433;;20;DEDEBAŞI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.107740006681;
KARŞIYAKA;;38.463898940092;;20;GONCALAR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.10215004657;
KARŞIYAKA;;38.467011932414;;20;GONCALAR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.109300005149;
KARŞIYAKA;;38.465214939757;;20;GONCALAR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.107621016526;
KARŞIYAKA;;38.493122796501;;20;ZÜBEYDE HANIM;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.107840968448;
KARŞIYAKA;;38.489718812614;;20;ZÜBEYDE HANIM;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.107116977563;
KARŞIYAKA;;38.490140814098;;20;ZÜBEYDE HANIM;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.110452959948;
KARŞIYAKA;;38.489432816055;;20;ZÜBEYDE HANIM;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.108880969233;
KARŞIYAKA;;38.491690802596;;20;ZÜBEYDE HANIM;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.107039974733;
KARŞIYAKA;;38.457591981493;;20;AKSOY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.109405020993;
KARŞIYAKA;;38.457591981493;;20;AKSOY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.109405020993;
KARŞIYAKA;;38.453036005418;;20;AKSOY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.110323024475;
KARŞIYAKA;;38.452460004818;;20;AKSOY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.106445043964;
KARŞIYAKA;;38.46864592411;;20;DEDEBAŞI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.109782000097;
KARŞIYAKA;;38.490982806714;;20;ZÜBEYDE HANIM;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.108117970798;
KARŞIYAKA;;38.453166002138;;20;AKSOY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.107813036193;
KARŞIYAKA;;38.468687882865;;20;MAVİŞEHİR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.070907193723;
KARŞIYAKA;;38.484322836724;;20;ÖRNEKKÖY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.103350005461;
KARŞIYAKA;;38.487067826984;;20;ÖRNEKKÖY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.107737978275;
KARŞIYAKA;;38.454173006674;;20;DONANMACI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.117557986602;
KARŞIYAKA;;38.461863958814;;20;BAHRİYE ÜÇOK;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.109045015063;
KARŞIYAKA;;38.466356955427;;20;BAHÇELİEVLER;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.128238912206;
KARŞIYAKA;;38.45816098518;;20;TUNA;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.116904982594;
KARŞIYAKA;;38.473774858052;;20;MAVİŞEHİR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.071721180174;
KARŞIYAKA;;38.480467828536;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.076869142937;
KARŞIYAKA;;38.466709930275;;20;DEDEBAŞI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.105796023493;
KARŞIYAKA;;38.458509980797;;20;BAHRİYE ÜÇOK;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.11348999843;
KARŞIYAKA;;38.471257879931;;20;MAVİŞEHİR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.080298141584;
KARŞIYAKA;;38.468209893058;;20;MAVİŞEHİR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.07800215839;
KARŞIYAKA;;38.459809980772;;20;ALAYBEY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.120321962613;
KARŞIYAKA;;38.467294900884;;20;MAVİŞEHİR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.081350143956;
KARŞIYAKA;;38.471200867628;;20;MAVİŞEHİR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.068450201168;
KARŞIYAKA;;38.47372486303;;20;MAVİŞEHİR;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.077026154202;
KARŞIYAKA;;38.469268901447;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.090911092752;
KARŞIYAKA;;38.467015912411;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.091185094727;
KARŞIYAKA;;38.465580921517;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.091965093821;
KARŞIYAKA;;38.475011872768;;20;ŞEMİKLER;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.092732073997;
KARŞIYAKA;;38.474225881959;;20;ŞEMİKLER;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.096820054852;
KARŞIYAKA;;38.479388839489;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.081866120233;
KARŞIYAKA;;38.467809913671;;20;YALI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.095795071704;
KARŞIYAKA;;38.485292837101;;20;ÖRNEKKÖY;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.108306979184;
KARŞIYAKA;;38.457676985032;;20;DONANMACI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.114242996723;
KARŞIYAKA;;38.46854491673;;20;DEDEBAŞI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.101905038698;
KARŞIYAKA;;38.471194907567;;20;DEDEBAŞI;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.106438011809;
KARŞIYAKA;;38.475846874626;;20;ŞEMİKLER;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.097965046098;
KARŞIYAKA;;38.469324907208;;20;ŞEMİKLER;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.097279061123;
KARŞIYAKA;;38.474633874238;;20;ŞEMİKLER;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.091401081479;
KARŞIYAKA;;38.487014808904;;20;İNÖNÜ;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.089695068241;
KARŞIYAKA;;38.485468817569;;20;İNÖNÜ;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.091284063386;
KARŞIYAKA;;38.466854950141;;20;BAHÇELİEVLER;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.125619924408;
KARŞIYAKA;;38.465710945165;;20;BAHÇELİEVLER;;Karşiyaka Afet ve Acil Durum Toplanma Alanı;27.115870973931;
KEMALPAŞA;;38.341225880391;;6;VİŞNELİ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.398505772021;
KEMALPAŞA;;38.327412014795;;6;GÖKYAKA;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.461739479468;
KEMALPAŞA;;38.432041419853;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.407725580305;
KEMALPAŞA;;38.41027870697;;6;ÖREN 75.YIL CUMHURİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.584526735997;
KEMALPAŞA;;38.384108702854;;6;NAZARKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.442805482789;
KEMALPAŞA;;38.472016160243;;6;ULUCAK CUMHURİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.355305773394;
KEMALPAŞA;;38.481305111887;;6;ULUCAK MUSTAFA KEMAL ATATÜRK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.354089765749;
KEMALPAŞA;;38.400336706502;;6;ARMUTLU HÜRRİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.531508015303;
KEMALPAŞA;;38.417650715064;;6;BAĞYURDU YENİ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.632240488018;
KEMALPAŞA;;38.413019757223;;6;SARILAR;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.651421400542;
KEMALPAŞA;;38.416947749917;;6;SİNANCILAR;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.664668329575;
KEMALPAŞA;;38.338308951839;;6;DEREKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.455352493197;
KEMALPAŞA;;38.430428427844;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.407533582577;
KEMALPAŞA;;38.430091438082;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.416116540424;
KEMALPAŞA;;38.408655713677;;6;ÖREN 75.YIL CUMHURİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.583176746266;
KEMALPAŞA;;38.460772345228;;6;AKALAN;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.481516167058;
KEMALPAŞA;;38.481158162536;;6;ANSIZCA;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.403811518539;
KEMALPAŞA;;38.414825735175;;6;BAĞYURDU 29 EKİM;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.637212468136;
KEMALPAŞA;;38.412778747321;;6;BAĞYURDU 29 EKİM;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.639368460509;
KEMALPAŞA;;38.432855686357;;6;GÖKÇEYURT;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.683968208986;
KEMALPAŞA;;38.439568340195;;6;KIZILÜZÜM;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.367367767397;
KEMALPAŞA;;38.316981068688;;6;CUMALI;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.46155049586;
KEMALPAŞA;;38.406061679294;;6;ARMUTLU HÜRRİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.534349991457;
KEMALPAŞA;;38.484130104679;;6;ULUCAK İSTİKLAL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.361478723642;
KEMALPAŞA;;38.4820781148;;6;ULUCAK İSTİKLAL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.361458727098;
KEMALPAŞA;;38.431222418136;;6;ÇINARKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.401702609716;
KEMALPAŞA;;38.440023632969;;6;HALİLBEYLİ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.666875282396;
KEMALPAŞA;;38.475511144624;;6;ULUCAK CUMHURİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.357219758919;
KEMALPAŞA;;38.422616490647;;6;SOĞUKPINAR;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.430505481122;
KEMALPAŞA;;38.429847440554;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.418180530299;
KEMALPAŞA;;38.425153473264;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.426300498586;
KEMALPAŞA;;38.460216303272;;6;AŞAĞI YENMİŞ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.436566390914;
