ILCE;KAPINO;ENLEM;ACIKLAMA;ILCEID;MAHALLE;MAHALLEID;ADI;BOYLAM;YOL
KEMALPAŞA;;38.48057511441;;6;ULUCAK MUSTAFA KEMAL ATATÜRK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.353258769822;
KEMALPAŞA;;38.401564620413;;6;ÇİNİLİKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.451322412379;
KEMALPAŞA;;38.431216421879;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.405861589438;
KEMALPAŞA;;38.435303401754;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.40653358081;
KEMALPAŞA;;38.395935711573;;6;AŞAĞIKIZILCA;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.514332107238;
KEMALPAŞA;;38.427783439235;;6;ATATÜRK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.405983594951;
KEMALPAŞA;;38.321840118665;;6;BAYRAMLI;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.537330111624;
KEMALPAŞA;;38.407677666218;;6;ARMUTLU 85.YIL CUMHURİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.529175014773;
KEMALPAŞA;;38.464399362874;;6;ÇAMBEL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.517607981715;
KEMALPAŞA;;38.416111779259;;6;ZEAMET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.690240203903;
KEMALPAŞA;;38.340526088582;;6;YENİKURUDERE;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.605476742334;
KEMALPAŞA;;38.463819365191;;6;ÇAMBEL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.517593983567;
KEMALPAŞA;;38.4666893502;;6;ÇAMBEL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.517968976593;
KEMALPAŞA;;38.465350359152;;6;ÇAMBEL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.518979973845;
KEMALPAŞA;;38.479925122688;;6;ULUCAK İSTİKLAL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.358344746753;
KEMALPAŞA;;38.482878110537;;6;ULUCAK İSTİKLAL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.361430726342;
KEMALPAŞA;;38.482378116179;;6;ULUCAK İSTİKLAL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.363658715649;
KEMALPAŞA;;38.418700547412;;6;ÖRNEKKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.466975305849;
KEMALPAŞA;;38.43030843063;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.409922571221;
KEMALPAŞA;;38.431811423684;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.410733564945;
KEMALPAŞA;;38.433930410023;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.407780576367;
KEMALPAŞA;;38.433178411619;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.40611958517;
KEMALPAŞA;;38.434225405746;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.405366586594;
KEMALPAŞA;;38.434661409013;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.411477556762;
KEMALPAŞA;;38.433466419767;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.415369539489;
KEMALPAŞA;;38.431869425376;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.412427556335;
KEMALPAŞA;;38.430497432216;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.41243655862;
KEMALPAŞA;;38.428603443304;;6;SEKİZ EYLÜL;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.413577555357;
KEMALPAŞA;;38.395878710192;;6;AŞAĞIKIZILCA;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.51231111861;
KEMALPAŞA;;38.396914706721;;6;AŞAĞIKIZILCA;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.514513105579;
KEMALPAŞA;;38.397383703683;;6;AŞAĞIKIZILCA;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.513580109059;
KEMALPAŞA;;38.518764019127;;6;BEŞPINAR;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.453583211166;
KEMALPAŞA;;38.408769722055;;6;ÖREN 75.YIL CUMHURİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.592482699925;
KEMALPAŞA;;38.407686721142;;6;ÖREN 75.YIL CUMHURİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.585593734807;
KEMALPAŞA;;38.408641716149;;6;ÖREN 75.YIL CUMHURİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.585238735488;
KEMALPAŞA;;38.404866682944;;6;ARMUTLU HÜRRİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.532355003725;
KEMALPAŞA;;38.428433439973;;6;ATATÜRK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.409669575208;
KEMALPAŞA;;38.427734450422;;6;ATATÜRK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.415929545641;
KEMALPAŞA;;38.461075346385;;6;AKALAN;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.484614151133;
KEMALPAŞA;;38.461197345299;;6;AKALAN;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.483736155593;
KEMALPAŞA;;38.463859330609;;6;AKALAN;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.48293315434;
KEMALPAŞA;;38.46245033448;;6;AKALAN;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.479886171984;
KEMALPAŞA;;38.481153164175;;6;ANSIZCA;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.405630509505;
KEMALPAŞA;;38.416020629064;;6;ARMUTLU 85.YIL CUMHURİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.535981968684;
KEMALPAŞA;;38.40598067234;;6;ARMUTLU 85.YIL CUMHURİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.527066028615;
KEMALPAŞA;;38.41631172767;;6;BAĞYURDU 29 EKİM;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.638265461141;
KEMALPAŞA;;38.413853741269;;6;BAĞYURDU 29 EKİM;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.639460458814;
KEMALPAŞA;;38.413927743566;;6;BAĞYURDU 29 EKİM;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.641288449238;
KEMALPAŞA;;38.435633674589;;6;GÖKÇEYURT;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.685982194697;
KEMALPAŞA;;38.412797764313;;6;SARILAR;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.656543375779;
KEMALPAŞA;;38.414730753654;;6;SARILAR;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.65656537255;
KEMALPAŞA;;38.415697565257;;6;ÖRNEKKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.469352299566;
KEMALPAŞA;;38.42121953607;;6;ÖRNEKKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.467922297974;
KEMALPAŞA;;38.418494553037;;6;ÖRNEKKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.471608283956;
KEMALPAŞA;;38.439366338936;;6;KIZILÜZÜM;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.365255777733;
KEMALPAŞA;;38.408430667855;;6;ARMUTLU HÜRRİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.534371987626;
KEMALPAŞA;;38.381030770358;;6;YUKARIKIZILCA MERKEZ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.494941227049;
KEMALPAŞA;;38.385291752517;;6;YUKARIKIZILCA MERKEZ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.499364199134;
KEMALPAŞA;;38.387300743011;;6;YUKARIKIZILCA MERKEZ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.50048319049;
KEMALPAŞA;;38.385758744729;;6;YUKARIKIZILCA MERKEZ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.49436422332;
KEMALPAŞA;;38.385572750312;;6;YUKARIKIZILCA MERKEZ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.498616202489;
KEMALPAŞA;;38.41886178236;;6;HAMZABABA;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.708171110404;
KEMALPAŞA;;38.424710475152;;6;SOĞUKPINAR;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.425671501739;
KEMALPAŞA;;38.421305497251;;6;SOĞUKPINAR;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.430483484219;
KEMALPAŞA;;38.406347679264;;6;ARMUTLU HÜRRİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.535546986098;
KEMALPAŞA;;38.405600684391;;6;ARMUTLU HÜRRİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.536260983157;
KEMALPAŞA;;38.497772051366;;6;DAMLACIK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.379108614601;
KEMALPAŞA;;38.497905048082;;6;DAMLACIK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.376150629286;
KEMALPAŞA;;38.431003416465;;6;ÇINARKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.399591621977;
KEMALPAŞA;;38.429597426566;;6;ÇINARKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.402164611614;
KEMALPAŞA;;38.409008728807;;6;ÖREN EGEMEN;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.600374659544;
KEMALPAŞA;;38.409216725607;;6;ÖREN EGEMEN;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.597921671839;
KEMALPAŞA;;38.412714721015;;6;YİĞİTLER;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.611763597304;
KEMALPAŞA;;38.440058634947;;6;HALİLBEYLİ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.66821027564;
KEMALPAŞA;;38.411741743847;;6;BAĞYURDU KAZIMPAŞA;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.630346507453;
KEMALPAŞA;;38.412716737323;;6;BAĞYURDU KAZIMPAŞA;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.628318515559;
KEMALPAŞA;;38.315237077051;;6;YEŞİLKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.461052502275;
KEMALPAŞA;;38.349998112424;;6;OVACIK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.681276349965;
KEMALPAŞA;;38.337279072396;;6;KAMBERLER;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.572279911975;
KEMALPAŞA;;38.455580341018;;6;SÜTÇÜLER;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.450407329327;
KEMALPAŞA;;38.458872323041;;6;SÜTÇÜLER;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.449580327899;
KEMALPAŞA;;38.488611111078;;6;KUYUCAK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.390722570858;
KEMALPAŞA;;38.430231441138;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.419686523093;
KEMALPAŞA;;38.428789448035;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.419494526271;
KEMALPAŞA;;38.428172453703;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.422033515108;
KEMALPAŞA;;38.427922456944;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.423664506507;
KEMALPAŞA;;38.427339459167;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.423091510794;
KEMALPAŞA;;38.425844468659;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.424502505396;
KEMALPAŞA;;38.427244461439;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.42466150336;
KEMALPAŞA;;38.426128471205;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.428775484061;
KEMALPAŞA;;38.426911465483;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.426786492353;
KEMALPAŞA;;38.474025152084;;6;ULUCAK CUMHURİYET;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.357125761666;
KEMALPAŞA;;38.426358470833;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.430122476956;
KEMALPAŞA;;38.423255490908;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.433916463272;
KEMALPAŞA;;38.458550312;;6;AŞAĞI YENMİŞ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.437850386833;
KEMALPAŞA;;38.459386307692;;6;AŞAĞI YENMİŞ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.43665539099;
KEMALPAŞA;;38.410936739819;;6;BAĞYURDU KEMAL ATATÜRK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.621935550222;
KEMALPAŞA;;38.34123387895;;6;VİŞNELİ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.397186779042;
KEMALPAŞA;;38.440486658285;;6;SARIÇALI;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.695243140626;
KEMALPAŞA;;38.479397124168;;6;ULUCAK MUSTAFA KEMAL ATATÜRK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.357241752941;
KEMALPAŞA;;38.48315010494;;6;ULUCAK MUSTAFA KEMAL ATATÜRK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.357244745882;
KEMALPAŞA;;38.417269720572;;6;BAĞYURDU YENİ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.636121469422;
KEMALPAŞA;;38.416047723391;;6;BAĞYURDU YENİ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.632315490231;
KEMALPAŞA;;38.413905729301;;6;BAĞYURDU YENİ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.626571522919;
KEMALPAŞA;;38.414772727554;;6;BAĞYURDU YENİ;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.630151503291;
KEMALPAŞA;;38.338689950104;;6;DEREKÖY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.454983494364;
KEMALPAŞA;;38.41575375414;;6;SİNANCILAR;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.662701340721;
KEMALPAŞA;;38.416575751344;;6;SİNANCILAR;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.663693333933;
KEMALPAŞA;;38.433725682526;;6;GÖKÇEYURT;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.684704204007;
KEMALPAŞA;;38.427986703746;;6;YEŞİLYURT;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.67539325859;
KEMALPAŞA;;38.50205803123;;6;DAMLACIK;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.380725598984;
KEMALPAŞA;;38.414069735759;;6;BAĞYURDU KAZIMPAŞA;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.634951480309;
KEMALPAŞA;;38.457786331375;;6;SÜTÇÜLER;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.451961317591;
KEMALPAŞA;;38.428216455914;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.424205502871;
KEMALPAŞA;;38.426903466552;;6;MEHMET AKİF ERSOY;;Kemalpaşa Afet ve Acil Durum Toplanma Alanı;27.428672482709;
KINIK;;39.080277041248;;996;YAYAKENT;;Kinik Afet ve Acil Durum Toplanma Alanı;27.31149197074;
KINIK;;39.089445065217;;996;YENİ;;Kinik Afet ve Acil Durum Toplanma Alanı;27.378863630768;
KINIK;;39.090844064667;;996;FATİH;;Kinik Afet ve Acil Durum Toplanma Alanı;27.384586601015;
KINIK;;39.104831077786;;996;TAŞTEPE;;Kinik Afet ve Acil Durum Toplanma Alanı;27.466212185464;
KINIK;;39.085980128357;;996;KOCAÖMER;;Kinik Afet ve Acil Durum Toplanma Alanı;27.424193418838;
KINIK;;39.037360178407;;996;MUSACALI;;Kinik Afet ve Acil Durum Toplanma Alanı;27.238886394524;
KINIK;;39.087071002945;;996;YAYAKENT;;Kinik Afet ve Acil Durum Toplanma Alanı;27.307080979846;
KINIK;;39.091238032133;;996;POYRACIK;;Kinik Afet ve Acil Durum Toplanma Alanı;27.355392740305;
KINIK;;39.08997303235;;996;POYRACIK;;Kinik Afet ve Acil Durum Toplanma Alanı;27.34996176856;
KINIK;;39.060507253153;;996;BAĞALAN;;Kinik Afet ve Acil Durum Toplanma Alanı;27.422823467515;
KINIK;;38.999335452;;996;BADEMALAN;;Kinik Afet ve Acil Durum Toplanma Alanı;27.32013306652;
KINIK;;38.962596663346;;996;ÖRTÜLÜ;;Kinik Afet ve Acil Durum Toplanma Alanı;27.346704999974;
KINIK;;39.035068226553;;996;ÇİFTLİKKÖY;;Kinik Afet ve Acil Durum Toplanma Alanı;27.273861229372;
KINIK;;39.07557403973;;996;SUCAHLI;;Kinik Afet ve Acil Durum Toplanma Alanı;27.287107096755;
KINIK;;39.080850051216;;996;IŞIKLAR;;Kinik Afet ve Acil Durum Toplanma Alanı;27.324486907484;
KINIK;;39.086293083845;;996;AŞAĞI;;Kinik Afet ve Acil Durum Toplanma Alanı;27.382264619313;
KINIK;;39.012408442785;;996;KÖSELER;;Kinik Afet ve Acil Durum Toplanma Alanı;27.37360278646;
KINIK;;39.090885049571;;996;OSMANİYE;;Kinik Afet ve Acil Durum Toplanma Alanı;27.370392669764;
KINIK;;39.092450060716;;996;FATİH;;Kinik Afet ve Acil Durum Toplanma Alanı;27.389597574237;
KINIK;;39.088780076145;;996;FATİH;;Kinik Afet ve Acil Durum Toplanma Alanı;27.385529600712;
KINIK;;39.092032055003;;996;YENİ;;Kinik Afet ve Acil Durum Toplanma Alanı;27.381546614309;
KINIK;;39.087516075443;;996;YENİ;;Kinik Afet ve Acil Durum Toplanma Alanı;27.380194627736;
KINIK;;38.966167752168;;996;KARADERE;;Kinik Afet ve Acil Durum Toplanma Alanı;27.451041489214;
KINIK;;39.083895164568;;996;DEĞİRMENCİELİ;;Kinik Afet ve Acil Durum Toplanma Alanı;27.449456301676;
KINIK;;39.133299947082;;996;CUMALI;;Kinik Afet ve Acil Durum Toplanma Alanı;27.475771091743;
KINIK;;39.123745981592;;996;HAMZAHOCALI;;Kinik Afet ve Acil Durum Toplanma Alanı;27.463126169221;
KINIK;;39.06328907452;;996;BALABAN;;Kinik Afet ve Acil Durum Toplanma Alanı;27.26186223931;
KINIK;;39.086216007637;;996;YAYAKENT;;Kinik Afet ve Acil Durum Toplanma Alanı;27.307870978661;
KINIK;;39.101642927541;;996;DÜNDARLI;;Kinik Afet ve Acil Durum Toplanma Alanı;27.304387967458;
KINIK;;39.098248089212;;996;ÇALTI;;Kinik Afet ve Acil Durum Toplanma Alanı;27.445100297664;
KINIK;;39.011245330465;;996;İBRAHİMAĞA;;Kinik Afet ve Acil Durum Toplanma Alanı;27.260481334301;
KINIK;;39.086761057643;;996;POYRACIK;;Kinik Afet ve Acil Durum Toplanma Alanı;27.358954731276;
KINIK;;39.091781016306;;996;POYRACIK;;Kinik Afet ve Acil Durum Toplanma Alanı;27.342317802858;
KINIK;;39.091106021608;;996;POYRACIK;;Kinik Afet ve Acil Durum Toplanma Alanı;27.344430793353;
KINIK;;39.090513029945;;996;POYRACIK;;Kinik Afet ve Acil Durum Toplanma Alanı;27.349106771798;
KINIK;;39.084375097039;;996;TÜRKCEDİT;;Kinik Afet ve Acil Durum Toplanma Alanı;27.385551607258;
KINIK;;39.085416088926;;996;TÜRKCEDİT;;Kinik Afet ve Acil Durum Toplanma Alanı;27.382833619228;
KINIK;;39.02934247121;;996;ELMADERE;;Kinik Afet ve Acil Durum Toplanma Alanı;27.484847221373;
KINIK;;39.040762273754;;996;KODUKBURUN;;Kinik Afet ve Acil Durum Toplanma Alanı;27.346222870331;
KINIK;;39.109342074779;;996;AZİZİYE;;Kinik Afet ve Acil Durum Toplanma Alanı;27.485004087841;
KINIK;;39.095451149685;;996;ARPASEKİ;;Kinik Afet ve Acil Durum Toplanma Alanı;27.4915930793;
KINIK;;38.998636600723;;996;ARPADERE;;Kinik Afet ve Acil Durum Toplanma Alanı;27.461781383782;
KINIK;;39.044441412626;;996;KALEMKÖY;;Kinik Afet ve Acil Durum Toplanma Alanı;27.5012041177;
KINIK;;39.032560483539;;996;YAYLAKÖY;;Kinik Afet ve Acil Durum Toplanma Alanı;27.513539079055;
KINIK;;39.026956380599;;996;MISTIKLAR;;Kinik Afet ve Acil Durum Toplanma Alanı;27.383344714784;
KINIK;;39.016965483009;;996;ÇANKÖY;;Kinik Afet ve Acil Durum Toplanma Alanı;27.435918478453;
KINIK;;39.035870417293;;996;BÜYÜKOBA;;Kinik Afet ve Acil Durum Toplanma Alanı;27.462944315944;
KINIK;;39.083646094097;;996;OSMANİYE;;Kinik Afet ve Acil Durum Toplanma Alanı;27.379303638906;
KINIK;;39.089447057212;;996;OSMANİYE;;Kinik Afet ve Acil Durum Toplanma Alanı;27.371447666711;
KINIK;;39.066685095953;;996;KARATEKELİ;;Kinik Afet ve Acil Durum Toplanma Alanı;27.298542056399;
KINIK;;39.088242994767;;996;YAYAKENT;;Kinik Afet ve Acil Durum Toplanma Alanı;27.304634990576;
KİRAZ;;38.185991517352;;994;HALİLLER;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.289461622011;
KİRAZ;;38.216087299358;;994;ŞEMSİLER;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.218204919819;
KİRAZ;;38.161915708296;;994;OLGUNLAR;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.366040294946;
KİRAZ;;38.208472327929;;994;ARKACILAR;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.2061389875;
KİRAZ;;38.255312121196;;994;ÇANAKÇI;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.248817718511;
KİRAZ;;38.190844467854;;994;YENİKÖY;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.261362749326;
KİRAZ;;38.155208691309;;994;MERSİNLİDERE;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.305136590661;
KİRAZ;;38.223280249871;;994;YENİ;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.204880973336;
KİRAZ;;38.230620427996;;994;CEVİZLİ;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.458032779118;
KİRAZ;;38.199704451311;;994;KALEKÖY;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.295517574529;
KİRAZ;;38.182942517096;;994;AVUNDURUK;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.271023713944;
KİRAZ;;38.21994736329;;994;ÇAYAĞZI;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.315140454213;
KİRAZ;;38.232143215092;;994;CUMHURİYET;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.217883898027;
KİRAZ;;38.147839803703;;994;ÖRENCİK;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.391870194323;
KİRAZ;;38.184932548044;;994;TEKBIÇAKLAR;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.318509486069;
KİRAZ;;38.282923036303;;994;SARISU;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.316550361638;
KİRAZ;;38.267761030655;;994;PINARBAŞI;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.218575844957;
KİRAZ;;38.126070910389;;994;ÖRENCİK;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.384655256543;
KİRAZ;;38.23028820135;;994;KIRKÖY;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.191714026657;
KİRAZ;;38.205051556558;;994;DOĞANCILAR;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.4537888318;
KİRAZ;;38.24067314834;;994;HİSAR;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.191872010694;
KİRAZ;;38.147520844152;;994;TUMBULLAR;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.438438979248;
KİRAZ;;38.195425510885;;994;SOLAKLAR;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.339291374827;
KİRAZ;;38.249121140226;;994;SULUDERE;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.23316680232;
KİRAZ;;38.275422006003;;994;UZUNKÖY;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.23558775313;
KİRAZ;;38.25932012346;;994;BAŞARAN;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.273995594131;
KİRAZ;;38.240637201015;;994;AYDOĞDU;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.251580725787;
KİRAZ;;38.137865880837;;994;KARABULU;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.421986068077;
KİRAZ;;38.240548210469;;994;ÇÖMLEKÇİ;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.262606673988;
KİRAZ;;38.217940428603;;994;İĞDELİ;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.380157153377;
KİRAZ;;38.25012508363;;994;KARABAĞ;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.174738080444;
KİRAZ;;38.305812877868;;994;OVACIK;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.269416551093;
KİRAZ;;38.167749547095;;994;KARAMAN;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.213636009092;
KİRAZ;;38.242338134225;;994;HİSAR;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.186183036474;
KİRAZ;;38.294913845773;;994;ÇATAK;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.16849104675;
KİRAZ;;38.229692398767;;994;ÖREN;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.417720964469;
KİRAZ;;38.229007218875;;994;YENİ;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.202914974821;
KİRAZ;;38.162869593345;;994;YENİŞEHİR;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.238206897922;
KİRAZ;;38.209032451397;;994;SARIKAYA;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.353196291319;
KİRAZ;;38.257912043962;;994;SAÇLI;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.174900067707;
KİRAZ;;38.254175065042;;994;SAÇLI;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.177785058578;
KİRAZ;;38.262317037034;;994;VELİLER;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.193746971666;
KİRAZ;;38.184228574751;;994;SOLAKLAR;;Kiraz Afet ve Acil Durum Toplanma Alanı;28.346525355723;
